Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2010-01-04,84.79637145996094,84.84126314956657,83.43460169303377,84.07807588374169,118944600
2010-01-05,85.02085876464844,85.05827232184338,84.43724380685433,84.74401899203231,111579900
2010-01-06,85.0806884765625,85.29019062331284,84.87118632981218,84.93852385905105,116074400
2010-01-07,85.43984985351562,85.54460094008545,84.68414069311395,84.92357256363152,131091100
2010-01-08,85.72418975830078,85.76160331428227,85.0433075657937,85.21539622289131,126402800
2010-01-11,85.84388732910156,86.14317286886842,85.47725283842739,86.10576503065045,106375700
2010-01-12,85.04325866699219,85.45477900363366,84.71403783087591,85.27520659689019,163333500
2010-01-13,85.76155853271484,86.00099032385512,84.82627720661934,85.26024340346447,161822000
2010-01-14,85.99351501464844,86.15064160801579,85.61191859732499,85.66429412844744,115718800
2010-01-15,85.02833557128906,85.92620378448578,84.69911456248039,85.8439042407905,212283100
2010-01-19,86.09077453613281,86.14315006257623,84.99088277231675,85.01333431951043,139172700
2010-01-20,85.21540069580078,85.63440514395229,84.53451846755456,85.50720818055022,216490200
2010-01-21,83.5767822265625,85.49972144487047,83.47203111805601,85.23784367360426,344859600
2010-01-22,81.71368408203125,83.60669317197257,81.62389499123934,83.20265082616797,345942400
2010-01-25,82.13268280029297,82.61155220989988,81.86332696336589,82.46190373548971,186937500
2010-01-26,81.78851318359375,82.65645735092019,81.58649484589206,81.8109590312821,211168800
2010-01-27,82.17754364013672,82.36459986855813,81.05520626960822,81.68371245702271,271863600
2010-01-28,81.23482513427734,82.49184393689407,80.74099937709201,82.44695224310622,316104000
2010-01-29,80.35189819335938,82.15512354026353,80.22470128823053,81.58647082935745,310677600
2010-02-01,81.60145568847656,81.60893954043578,80.43422595712318,80.92057358135591,187865000
2010-02-02,82.58912658691406,82.74625325299677,81.4667883647455,81.7511177011396,216327900
2010-02-03,82.17754364013672,82.66389097573301,81.93811189609742,82.21495146071916,172730700
2010-02-04,79.64109802246094,81.57899869413097,79.6261303205877,81.54159085645924,356715700
2010-02-05,79.80567169189453,79.97027637705762,78.24936250805509,79.73084463404409,493585800
2010-02-08,79.22958374023438,80.30703009659625,79.16972434076837,79.86557416116766,224166900
2010-02-09,80.2247085571289,80.92055823621249,79.51389117696525,80.15736531927934,337820500
2010-02-10,80.0676040649414,80.50905432415972,79.39420004294935,80.09753376686405,240511500
2010-02-11,80.90560913085938,80.99539823246123,79.49894745680375,79.96284925231997,223591600
2010-02-12,80.8382797241211,80.88317142518798,79.69349567885746,80.05264070440705,304622100
2010-02-16,82.11023712158203,82.19254235554693,80.67364601538563,81.45180095836841,159317500
2010-02-17,82.49932098388672,82.61155591760517,82.11024064146352,82.50679912656365,168845100
2010-02-18,82.98567199707031,83.15776062186588,82.33471392132847,82.36464361879425,193708600
2010-02-19,83.15776062011719,83.47949773223486,82.57414579081214,82.76868597008253,222684900
2010-02-22,83.17271423339844,83.48696744078788,82.92579855251883,83.46452159861794,132346900
2010-02-23,82.16262817382812,83.2026610082938,81.94564212590632,82.94826711601031,207497000
2010-02-24,82.9183120727539,83.05299283000763,82.20001660356903,82.40951873518483,176350700
2010-02-25,82.80609130859375,82.86595070171542,81.51166475624676,81.73612891769412,259634700
2010-02-26,82.85845184326172,83.14278105483943,82.38707205194245,82.8808976844905,173589300
2010-03-01,83.71891784667969,83.80122307602406,83.18019478497297,83.2026406277932,147709700
2010-03-02,83.95085144042969,84.35489366743656,83.80120870828091,84.07805404211089,160992400
2010-03-03,84.02571105957031,84.52702068578904,83.81620316151007,84.16786999762088,150785000
2010-03-04,84.28010559082031,84.39982439063003,83.82368765643227,84.13794094317292,135770400
2010-03-05,85.48474884033203,85.55208638379925,84.62428851993153,84.82631256734632,176118800
2010-03-08,85.49970245361328,85.68675877846967,85.35005967713059,85.49222431074335,114631200
2010-03-09,85.64187622070312,86.03843475832961,85.20042598704546,85.24531768307665,154556700
2010-03-10,86.0234603881836,86.25540839565495,85.60445606281446,85.6792774482724,186088800
2010-03-11,86.38262176513672,86.40507332270309,85.55957495141676,85.82145270462217,160791100
2010-03-12,86.39009857177734,86.77169510018658,86.15066668715922,86.75672739636308,162074800
2010-03-15,86.41255950927734,86.47241891801177,85.74663928550234,86.24047084480016,146816800
2010-03-16,87.1009521484375,87.18325171951912,86.41258020018056,86.65201218394117,168673000
2010-03-17,87.61717224121094,87.90150147864676,87.10837886256859,87.36277840614247,177468100
2010-03-18,87.57229614257812,87.74438477728444,87.22062931273511,87.62467168903305,196509100
2010-03-19,87.1290283203125,88.12075281442773,86.79093690721885,87.1290283203125,226641100
2010-03-22,87.59483337402344,87.75261280353222,86.58057061469447,86.63316184719258,184477800
2010-03-23,88.21089172363281,88.286021221104,87.43704127684121,87.72254139205025,182941600
2010-03-24,87.78266906738281,88.225942985835,86.83602678488532,87.88034260352426,196072600
2010-03-25,87.63988494873047,88.78186805355917,87.534702520602,88.37616194562975,223396300
2010-03-26,87.58731842041016,88.21841316704968,87.24171809743889,87.80519800637305,205808500
2010-03-29,88.14327239990234,88.30104606640892,87.6699514003826,88.03057528610812,134513500
2010-03-30,88.20339965820312,88.52646173893238,87.835261013842,88.24847622183498,145772500
2010-03-31,87.9028549194336,88.2935317525452,87.60984586159654,87.86528730401311,161078700
2010-04-01,88.50392150878906,88.84200719261474,87.97800343926463,88.50392150878906,161215200
2010-04-05,89.22514343261719,89.28524358408669,88.5940431200809,88.84197559043488,105847600
2010-04-06,89.43553924560547,89.59331294534043,88.8720592899744,88.96972708542522,110384200
2010-04-07,88.92462921142578,89.67593563887479,88.51140838352357,89.25520587374756,184576300
2010-04-08,89.23268127441406,89.3829460317948,88.35365393879074,88.61661009918903,158704000
2010-04-09,89.81871032714844,89.85627221961435,89.25523035202708,89.42051299650365,133006500
2010-04-12,89.96142578125,90.19433466055982,89.82619040139726,89.93137283772575,110279000
2010-04-13,90.02906799316406,90.18684168560836,89.40548216206457,89.87129430071978,125043600
2010-04-14,91.05084991455078,91.05084991455078,90.21689911875767,90.35964347691036,161609000
2010-04-15,91.12596893310547,91.33633384258621,90.87052173444036,90.9005746832253,144615300
2010-04-16,89.67594146728516,91.12596319578518,89.21764405819356,90.80290118170444,366786700
2010-04-19,90.01404571533203,90.10420457466694,89.00729758015846,89.41300384914346,217947800
2010-04-20,90.81795501708984,90.89309027533672,90.05913935053223,90.57753709393998,157708000
2010-04-21,90.65263366699219,91.08087808897892,90.14925401882186,90.87050748048304,192910100
2010-04-22,90.92313385009766,91.03583100092828,89.49565571296026,90.01405343555687,115360300
2010-04-23,91.51663208007812,91.55419969342941,90.63009028591048,90.86299917106494,177335500
2010-04-26,91.1710433959961,91.74955261579316,91.08089028372603,91.54669664915802,143457300
2010-04-27,89.01477813720703,91.16350900706449,88.84197515604423,90.64511152760112,355853300
2010-04-28,89.69098663330078,89.91638092316695,88.85703578561682,89.44305979286588,300674100
2010-04-29,90.80293273925781,90.99075942360479,90.20939972887955,90.2319380138787,193775000
2010-04-30,89.2627182006836,90.91559584304657,89.24017992412635,90.81792233528068,270000900
2010-05-03,90.41974639892578,90.66767894777048,89.55574267938516,89.69097809402642,182747900
2010-05-04,88.29352569580078,89.42799996591934,87.84274300174445,89.41297635998974,360353400
2010-05-05,87.76760864257812,88.50389139659676,87.12899938373258,87.57226738424458,328973200
2010-05-06,84.85255432128906,87.90285674680571,78.88717913174871,87.34689156550763,647356600
2010-05-07,83.59032440185547,85.47609872366782,82.20040916164747,84.6271248321272,637558800
2010-05-10,87.27175903320312,87.63989758473132,86.33262598092784,87.00879719295544,396159600
2010-05-11,87.02381896972656,88.173316808703,86.33261847899747,86.45282451859643,317849800
2010-05-12,88.24095153808594,88.36867800724123,87.21917417692785,87.36943892534173,235607100
2010-05-13,87.14404296875,88.41375284101133,87.0689134620157,88.00053195595174,234452500
2010-05-14,85.56631469726562,86.64819811746518,84.79998442930088,86.49042440735523,345601400
2010-05-17,85.61138153076172,86.03962604724185,83.9735329755893,85.79920817363922,325739800
2010-05-18,84.44686126708984,86.56554560667348,84.16887576722434,86.31009838722679,360556800
2010-05-19,83.96604919433594,84.7248649318627,82.91421853267576,83.97355813525057,394742700
2010-05-20,80.7955093383789,82.56107863393963,80.7429181076861,82.17791067774098,530418300
2010-05-21,81.97505950927734,82.17790975910654,79.15765989934071,79.57088080160376,500909400
2010-05-24,80.92325592041016,82.18545159209971,80.8481263857176,81.53181260304073,269823000
2010-05-25,81.00586700439453,81.04343462238722,78.42137079727088,78.96982706709002,396505200
2010-05-26,80.51751708984375,82.24552435111723,80.27709923655485,81.50173251313183,349719300
2010-05-27,83.21472930908203,83.24478226406148,81.72713956368236,82.03517805321037,300870500
2010-05-28,82.17037200927734,83.18463436682268,81.77968952375583,83.12452848720211,297933500
2010-06-01,80.7879867553711,82.60614710355496,80.66778069642369,81.40405785401248,277909400
2010-06-02,82.89166259765625,82.89917153697216,80.77297811157418,81.20122266518604,240243700
2010-06-03,83.17713928222656,83.44009540246213,82.32816502774784,83.13206272790433,226618300
2010-06-04,80.25459289550781,82.14037458606694,79.98412198642299,81.5994327678973,398475600
2010-06-07,79.25531005859375,80.84808168062386,79.19520990328185,80.54004330709388,264609100
2010-06-08,80.10429382324219,80.26206748608097,78.62421923545187,79.31541977703507,357774300
2010-06-09,79.67605590820312,81.3514661783541,79.33796454700598,80.5701067374713,268023300
2010-06-10,82.00513458251953,82.10280239848719,79.6685700837721,81.03594816739785,317890600
2010-06-11,82.40326690673828,82.45585811315641,81.23123103112756,81.28382223754569,214128200
2010-06-14,82.27556610107422,83.48516987292845,82.19292193787824,83.03438144385476,207196100
2010-06-15,84.14631652832031,84.22144602167516,82.71131855758722,82.85406860737046,238268700
2010-06-16,84.11627197265625,84.46187226216216,83.54527744859656,83.71056578966754,216374000
2010-06-17,84.25151062011719,84.39426068964737,83.43258928484421,84.35669307176667,263185800
2010-06-18,84.3428955078125,84.64484343944524,84.07113776191295,84.41838249072069,174006600
2010-06-21,84.10130310058594,85.4525351529754,83.63327476202099,85.39214904419728,213140700
2010-06-22,82.71232604980469,84.4712004833504,82.59154806256873,84.10131033837737,239355400
2010-06-23,82.4556655883789,83.05956701647892,81.88950475993691,82.76516384643193,254639900
2010-06-24,81.08931732177734,82.15370231833853,80.87795155887345,82.04801943688658,268523600
2010-06-25,81.42901611328125,81.8441972106162,80.59864240004131,81.33087789665197,238726500
2010-06-28,81.1723861694336,81.76874309417428,80.8779829199054,81.5498268236274,169218600
2010-06-29,78.6661605834961,81.15727057559174,78.1679420406485,80.03249356354587,373649500
