Date,Close,High,Low,Open,Volume,return,label,lag_return_1,rolling_mean_5,rolling_std_5,momentum_5,momentum_10,ma_5,ma_10,volatility_10,volume_change,volume_ma_5
2010-01-19,86.09077453613281,86.14315006257623,84.99088277231675,85.01333431951043,139172700,0.012495116571498599,0,0.012495116571498599,0.0006191286126732365,0.01055729934918244,0.0028760021792204604,0.015264840392174905,85.58348846435547,85.50269165039063,0.0071678246385726094,-0.3444004727649068,158466020.0
2010-01-20,85.21540069580078,85.63440514395229,84.53451846755456,85.50720818055022,216490200,-0.010168033044755886,0,-0.010168033044755886,0.0004508351600100324,0.010760235643381163,0.0020241701871122064,0.0022881670919234764,85.61791687011718,85.52214584350585,0.008040233815100141,0.5555507653440652,169097360.0
2010-01-21,83.5767822265625,85.49972144487047,83.47203111805601,85.23784367360426,344859600,-0.019229135295482203,0,-0.019229135295482203,-0.005084249523927298,0.0125829134259417,-0.025475007025658636,-0.017676235076709457,85.18096160888672,85.37175521850585,0.010119366772803657,0.5929570945936582,205704880.0
2010-01-22,81.71368408203125,83.60669317197257,81.62389499123934,83.20265082616797,345942400,-0.022292054023816177,1,-0.022292054023816177,-0.010083593786295818,0.013636283735621032,-0.04976922889927393,-0.04361156741114114,84.32499542236329,84.99913864135742,0.011730304417286206,0.0031398284983221725,251749600.0
2010-01-25,82.13268280029297,82.61155220989988,81.86332696336589,82.46190373548971,186937500,0.00512764444497571,0,0.00512764444497571,-0.006813292269515991,0.015169048509647395,-0.03405515057469677,-0.041896073536933476,83.74586486816406,84.63998794555664,0.01187473593344808,-0.4596282502520651,246680480.0
2010-01-26,81.78851318359375,82.65645735092019,81.58649484589206,81.8109590312821,211168800,-0.004190410016632118,1,-0.004190410016632118,-0.010150397587142135,0.0111667321830093,-0.04997354682566335,-0.04724126867601697,82.88541259765626,84.23445053100586,0.011712133524220318,0.12962246740220662,261079700.0
2010-01-27,82.17754364013672,82.36459986855813,81.05520626960822,81.68371245702271,271863600,0.004756541492198174,0,0.004756541492198174,-0.007165482679751323,0.01300434126813236,-0.03564915532708113,-0.033697145097377756,82.27784118652343,83.94787902832032,0.011947119575060903,0.28742314205507635,272154380.0
2010-01-28,81.23482513427734,82.49184393689407,80.74099937709201,82.44695224310622,316104000,-0.011471728943221127,0,-0.011471728943221127,-0.005614001409299107,0.01159124819700189,-0.02802162310983103,-0.05278277908989637,81.8094497680664,83.49520568847656,0.011408810303382554,0.16273013378767875,266403260.0
2010-01-29,80.35189819335938,82.15512354026353,80.22470128823053,81.58647082935745,310677600,-0.010868823062750832,1,-0.010868823062750832,-0.0033293552170860384,0.00807443201620113,-0.016665334625040273,-0.06560514267067752,81.53709259033204,82.93104400634766,0.011148632664716076,-0.017166502163844855,259350300.0
2010-02-01,81.60145568847656,81.60893954043578,80.43422595712318,80.92057358135591,187865000,0.015551063798272091,1,0.015551063798272091,-0.0012446713464267622,0.011445584893808015,-0.006467913791493918,-0.04030279858811714,81.43084716796875,82.5883560180664,0.013003972181436957,-0.3953056158538627,259535800.0
2010-02-02,82.58912658691406,82.74625325299677,81.4667883647455,81.7511177011396,216327900,0.01210359410998807,0,0.01210359410998807,0.002014129478897275,0.012653117743579804,0.009788824520176043,-0.0406739045860145,81.59096984863281,82.23819122314453,0.012949167635072199,0.15150719931865964,260567620.0
2010-02-03,82.17754364013672,82.66389097573301,81.93811189609742,82.21495146071916,172730700,-0.004983500416900655,0,-0.004983500416900655,6.612109707750946e-05,0.01287320736803035,0.0,-0.03564915532708113,81.59096984863281,81.93440551757813,0.012780495869340462,-0.20153295067349153,240741040.0
2010-02-04,79.64109802246094,81.57899869413097,79.6261303205877,81.54159085645924,356715700,-0.03086543482953341,1,-0.03086543482953341,-0.0038126200801849473,0.018783595733038755,-0.0196187670642739,-0.04709064047755018,81.27222442626953,81.54083709716797,0.014745373852459354,1.0651551808682531,248863380.0
2010-02-05,79.80567169189453,79.97027637705762,78.24936250805509,79.73084463404409,493585800,0.002066441492144966,0,0.002066441492144966,-0.001225567169205788,0.018456726587263335,-0.006797929031500893,-0.023349973894473908,81.16297912597656,81.3500358581543,0.013476125577318816,0.3836951948007896,285445020.0
2010-02-08,79.22958374023438,80.30703009659625,79.16972434076837,79.86557416116766,224166900,-0.007218634207907693,1,-0.007218634207907693,-0.0057795067704417445,0.01591675769213759,-0.029066539661952828,-0.0353464535806961,80.68860473632813,81.05972595214844,0.013286543680538018,-0.5458400545558644,292705400.0
2010-02-09,80.2247085571289,80.92055823621249,79.51389117696525,80.15736531927934,337820500,0.012560015715306516,0,0.012560015715306516,-0.005688222449378055,0.016045745740617363,-0.028628684277184124,-0.019120100923640915,80.2157211303711,80.90334548950196,0.01421495668922645,0.5070043793262966,317003920.0
2010-02-10,80.0676040649414,80.50905432415972,79.39420004294935,80.09753376686405,240511500,-0.0019583055521557036,1,-0.0019583055521557036,-0.005083183476429065,0.01613574534700327,-0.025675378962833673,-0.025675378962833673,79.79373321533203,80.69235153198242,0.01402622673324446,-0.2880494226963728,330560080.0
2010-02-11,80.90560913085938,80.99539823246123,79.49894745680375,79.96284925231997,223591600,0.010466218837249963,0,0.010466218837249963,0.0031831472569276097,0.008319366263802204,0.015877620221180333,-0.004052646175747743,80.04663543701172,80.65942993164063,0.014183296891303028,-0.07034965064040599,303935260.0
2010-02-12,80.8382797241211,80.88317142518798,79.69349567885746,80.05264070440705,304622100,-0.0008321970189901773,1,-0.0008321970189901773,0.002603419554700581,0.008515323789653579,0.012939030652021177,0.006053143008411421,80.25315704345704,80.7080680847168,0.013700360216546463,0.36240404380128766,266142520.0
2010-02-16,82.11023712158203,82.19254235554693,80.67364601538563,81.45180095836841,159317500,0.015734592594025765,1,0.015734592594025765,0.0071940649150872725,0.008071985476317068,0.03635830513501492,0.006234955354813776,80.82928771972657,80.75894622802734,0.013722586432347706,-0.4769995348334871,253172640.0
2010-02-17,82.49932098388672,82.61155591760517,82.11024064146352,82.50679912656365,168845100,0.004738554849483156,1,0.004738554849483156,0.0056297727419226005,0.007510473516967539,0.028353015768677325,-0.0010873780452543835,81.28421020507812,80.74996566772461,0.013231843800141998,0.05980259544620026,219377560.0
2010-02-18,82.98567199707031,83.15776062186588,82.33471392132847,82.36464361879425,193708600,0.005895212316699983,1,0.005895212316699983,0.007200476315693738,0.006240689609005395,0.03644505123148334,0.009833931766961346,81.86782379150391,80.83077850341797,0.013226466243099597,0.14725627216898807,210016980.0
2010-02-19,83.15776062011719,83.47949773223486,82.57414579081214,82.76868597008253,222684900,0.0020737148824070406,0,0.0020737148824070406,0.005521975524725153,0.006271295943306222,0.027836778110342353,0.04415638012253997,82.31825408935546,81.1824447631836,0.007054071523476507,0.1495870601511755,209835640.0
2010-02-22,83.17271423339844,83.48696744078788,82.92579855251883,83.46452159861794,132346900,0.00017982222187962194,0,0.00017982222187962194,0.005724379372899113,0.006026501220466478,0.02887783507076258,0.042190516915928455,82.78514099121094,81.51914901733399,0.00714662935530311,-0.40567636153147335,175380600.0
2010-02-23,82.16262817382812,83.2026610082938,81.94564212590632,82.94826711601031,207497000,-0.012144440263616052,1,-0.012144440263616052,0.0001485728013707499,0.007226982767648136,0.0006380574954194529,0.037019561319546535,82.79561920166016,81.81245346069336,0.00812159204169924,0.5678266736886168,185016500.0
2010-02-24,82.9183120727539,83.05299283000763,82.20001660356903,82.40951873518483,176350700,0.00919741634027349,0,0.00919741634027349,0.0010403450995288166,0.008150988662829031,0.005078721665467079,0.033575734509609934,82.8794174194336,82.08181381225586,0.007774891422853678,-0.1501048207925898,186517620.0
2010-02-25,82.80609130859375,82.86595070171542,81.51166475624676,81.73612891769412,259634700,-0.0013533893943921127,0,-0.0013533893943921127,-0.0004093752426896025,0.007703996503505237,-0.0021639963159291176,0.034202187958955355,82.84350128173828,82.3556625366211,0.007731362374837301,0.47226350675103634,199702840.0
2010-02-26,82.85845184326172,83.14278105483943,82.38707205194245,82.8808976844905,173589300,0.0006323270889920796,1,0.0006323270889920796,-0.0006976528013725947,0.007614297996669837,-0.003599288564572811,0.024137296948642417,82.78363952636718,82.55094680786132,0.007347986787394152,-0.3314094764682841,189883720.0
2010-03-01,83.71891784667969,83.80122307602406,83.18019478497297,83.2026406277932,147709700,0.010384770464281212,1,0.010384770464281212,0.0013433368471077235,0.009125953172477594,0.0065671009815611026,0.03563457971136219,82.89288024902343,82.8390106201172,0.007647735954720579,-0.1490852258750971,192956280.0
2010-03-02,83.95085144042969,84.35489366743656,83.80120870828091,84.07805404211089,160992400,0.0027703845166124896,0,0.0027703845166124896,0.004326301803153432,0.005214355646733985,0.021764436050150326,0.022416380507125133,83.25052490234376,83.02307205200195,0.006336040543929618,0.08992435838675461,183655360.0
2010-03-03,84.02571105957031,84.52702068578904,83.81620316151007,84.16786999762088,150785000,0.0008917076820089687,1,0.0008917076820089687,0.0026651600715005275,0.004556032811629271,0.01335530064631274,0.01850185016652106,83.47200469970703,83.17571105957032,0.006283879409353733,-0.06340299293631257,178542220.0
2010-03-04,84.28010559082031,84.39982439063003,83.82368765643227,84.13794094317292,135770400,0.003027579630592525,1,0.003027579630592525,0.003541353876497455,0.003974096442274065,0.017800795315085605,0.015598278143674094,83.76680755615234,83.3051544189453,0.006142752460031856,-0.09957621779354708,153769360.0
2010-03-05,85.48474884033203,85.55208638379925,84.62428851993153,84.82631256734632,176118800,0.014293328669523264,0,0.014293328669523264,0.006273554192603692,0.005766101421080907,0.03169618715587785,0.027982814867334227,84.29206695556641,83.5378532409668,0.007351463616203587,0.2971811234260193,154275260.0
2010-03-08,85.49970245361328,85.68675877846967,85.35005967713059,85.49222431074335,114631200,0.0001749272646185407,0,0.0001749272646185407,0.0042315855526711575,0.00575401325021643,0.021270994092337236,0.027977783840080983,84.64822387695312,83.77055206298829,0.007351656734087242,-0.3491257037863079,147659560.0
